645.3790537	4.294823438
551.2028901	4.015457472
471.0415435	4.155675757
402.3829116	4.019175839
352.933495	4.020726174
301.5482391	4.022587367
257.6445057	4.02444942
225.9821637	4.02600179
193.0804224	4.027865424
164.9371359	3.895563644
144.6398915	3.767316937
123.5572834	3.643573295
105.5680161	3.645259903
87.84626692	3.525797363
77.03585742	3.409723814
65.81985474	3.411302173
56.22600063	3.299252414
49.30679576	3.190637
42.12799631	3.192113945
35.06271036	3.193837911
27.68050617	2.98677895
23.03820843	2.98839202
19.17077393	2.89045637
15.13450351	2.703065867
13.27204286	2.614077642
11.04405895	2.52840903
9.432465795	2.363943263
8.057596408	2.286295708
7.066024024	2.211028064
6.038413792	2.288236345
5.159253702	2.289295568
4.525225553	2.290178629
3.867123053	2.370150817
3.304728234	2.452915605
2.89916439	2.538374711
2.478017372	2.717490238
2.117639876	2.812383989
1.857758243	2.910366904
1.587891053	3.115731345
1.356964424	3.224531528
1.159845031	3.45206439
1.017506184	3.572333647
0.869530494	3.697078213
0.743218175	3.957955423
0.651883018	3.959482144
0.557187253	4.238875382
0.476155639	4.386895339
0.417801282	4.696085934
0.357040538	4.860071514
0.305175056	5.203013108
0.254092126	5.57058337
0.222952344	5.963200895
0.190565179	6.383982691
0.162882735	6.834456146
0.142920948	7.316152061
0.122135987	7.571629378
0.099097793	8.675207594
0.082509918	9.288073305
0.070537718	10.2859292
0.061869236	10.28989684
0.052881803	11.01598361
0.044021485	11.40153706
0.036645708	11.80058468
0.032142264	11.80513657
0.026059244	11.81242326
0.021688849	11.8188028
0.018534644	12.23151101
0.016685652	11.8279224
